alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION NATIVITAS,16459,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Otros,AUXILIAR CONTADOR ADMINISTRATIVO,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIORITARIA AFECTADOS POR EL SISMO,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16039,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ADMINISTRADORES Y MERCADOLOGOS,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,PEDAGOGIA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,NINGUNO,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,NINGUNO,NA,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,PRIMARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIORITARIA AGRICULTORES AFECTADO,PRIMARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,5,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,5,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIORITARIA AFECTADOS POR EL SISMO,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,NA,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,3 A 6 MESES,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL PROCURADURIA,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIORITARIA AFECTADOS POR EL SISMO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16040,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Otros,ENFERMERAS Y TECNICOS EN MEDICINA,PERSONA SOLTERA,CON DEPENDIENTES,2,NA,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,5,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,TECNICA/COMERCIAL,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POB. PRIOR. AFECTADOS POR SISMO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,16038,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,PAQUETERIA EN EQUIPO DE COMPUTO,PERSONA CASADA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
XOCHIMILCO,AMPLIACION TEPEPAN,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
XOCHIMILCO,AMPLIACION TEPEPAN,16029,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION TEPEPAN,16029,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
XOCHIMILCO,AMPLIACION TEPEPAN,16029,POB. PRIOR. AFECTADOS POR SISMO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,NO APROBADO
